country,continent,item,year,yield,harvested,production
Fiji,Oceania,"Roots and Tubers, Total",1990,31332,14801,46375
Fiji,Oceania,"Roots and Tubers, Total",1991,39485,6738,26605
Fiji,Oceania,"Roots and Tubers, Total",1992,31607,6155,19454
Fiji,Oceania,"Roots and Tubers, Total",1993,26951,7992,21539
Fiji,Oceania,"Roots and Tubers, Total",1994,29376,10824,31797
Fiji,Oceania,"Roots and Tubers, Total",1995,76149,6294,47928
Fiji,Oceania,"Roots and Tubers, Total",1996,108415,7181,77853
Fiji,Oceania,"Roots and Tubers, Total",1997,70698,9651,68231
Fiji,Oceania,"Roots and Tubers, Total",1998,95404,7207,68758
Fiji,Oceania,"Roots and Tubers, Total",1999,112409,5255,59071
Fiji,Oceania,"Roots and Tubers, Total",2000,102264,7844,80216
Fiji,Oceania,"Roots and Tubers, Total",2001,94815,7612,72173
Fiji,Oceania,"Roots and Tubers, Total",2002,101113,9129,92306
Fiji,Oceania,"Roots and Tubers, Total",2003,95878,9679,92800
Fiji,Oceania,"Roots and Tubers, Total",2004,94662,14395,136266
Fiji,Oceania,"Roots and Tubers, Total",2005,98238,15724,154470
Fiji,Oceania,"Roots and Tubers, Total",2006,92244,14882,137278
Fiji,Oceania,"Roots and Tubers, Total",2007,78340,16745,131181
Fiji,Oceania,"Roots and Tubers, Total",2008,57335,24785,142104
Fiji,Oceania,"Roots and Tubers, Total",2009,96356,12193,117487
Fiji,Oceania,"Roots and Tubers, Total",2010,102230,12301,125753
Fiji,Oceania,"Roots and Tubers, Total",2011,99154,15511,153798
Fiji,Oceania,"Roots and Tubers, Total",2012,92167,12260,112997
Fiji,Oceania,"Roots and Tubers, Total",2013,101299,17570,177983
Fiji,Oceania,"Roots and Tubers, Total",2014,92104,17238,158769
Fiji,Oceania,"Roots and Tubers, Total",2015,178085,8609,153313
Fiji,Oceania,"Roots and Tubers, Total",2016,175509,6676,117170
Fiji,Oceania,"Roots and Tubers, Total",2017,173572,7365,127836
Fiji,Oceania,"Roots and Tubers, Total",2018,175955,7857,138248
Fiji,Oceania,"Roots and Tubers, Total",2019,179651,8002,143757
Fiji,Oceania,Sugar Crops Primary,1961,328543,35490,1166000
Fiji,Oceania,Sugar Crops Primary,1962,522119,35490,1853000
Fiji,Oceania,Sugar Crops Primary,1963,666929,35602,2374401
Fiji,Oceania,Sugar Crops Primary,1964,566363,41606,2356410
Fiji,Oceania,Sugar Crops Primary,1965,516134,42734,2205649
Fiji,Oceania,Sugar Crops Primary,1966,514063,43332,2227536
Fiji,Oceania,Sugar Crops Primary,1967,493617,44515,2197335
Fiji,Oceania,Sugar Crops Primary,1968,619511,46351,2871495
Fiji,Oceania,Sugar Crops Primary,1969,505041,47064,2376923
Fiji,Oceania,Sugar Crops Primary,1970,625552,46135,2885983
Fiji,Oceania,Sugar Crops Primary,1971,537530,47350,2545205
Fiji,Oceania,Sugar Crops Primary,1972,512093,43710,2238358
Fiji,Oceania,Sugar Crops Primary,1973,550561,45325,2495419
Fiji,Oceania,Sugar Crops Primary,1974,478836,44921,2150978
Fiji,Oceania,Sugar Crops Primary,1975,480871,44921,2160122
Fiji,Oceania,Sugar Crops Primary,1976,486055,46970,2283000
Fiji,Oceania,Sugar Crops Primary,1977,514231,52000,2674000
Fiji,Oceania,Sugar Crops Primary,1978,528333,54000,2853000
Fiji,Oceania,Sugar Crops Primary,1979,655323,62000,4063000
Fiji,Oceania,Sugar Crops Primary,1980,509091,66000,3360000
Fiji,Oceania,Sugar Crops Primary,1981,595606,66000,3931000
Fiji,Oceania,Sugar Crops Primary,1982,590580,69000,4075000
Fiji,Oceania,Sugar Crops Primary,1983,373390,59000,2203000
Fiji,Oceania,Sugar Crops Primary,1984,621739,69000,4290000
Fiji,Oceania,Sugar Crops Primary,1985,428592,71000,3043000
Fiji,Oceania,Sugar Crops Primary,1986,595507,69000,4109000
Fiji,Oceania,Sugar Crops Primary,1987,416952,71000,2960358
Fiji,Oceania,Sugar Crops Primary,1988,497713,64000,3185362
Fiji,Oceania,Sugar Crops Primary,1989,640469,64000,4099000
Fiji,Oceania,Sugar Crops Primary,1990,573714,70000,4016000
Fiji,Oceania,Sugar Crops Primary,1991,469489,72000,3380324
Fiji,Oceania,Sugar Crops Primary,1992,483973,73000,3533000
Fiji,Oceania,Sugar Crops Primary,1993,501286,73890,3704000
Fiji,Oceania,Sugar Crops Primary,1994,546368,74388,4064320
Fiji,Oceania,Sugar Crops Primary,1995,556031,73921,4110238
Fiji,Oceania,Sugar Crops Primary,1996,504055,73980,3729000
Fiji,Oceania,Sugar Crops Primary,1997,463562,73000,3384000
Fiji,Oceania,Sugar Crops Primary,1998,397018,57000,2263000
Fiji,Oceania,Sugar Crops Primary,1999,576462,65000,3747000
Fiji,Oceania,Sugar Crops Primary,2000,571111,63000,3598000
Fiji,Oceania,Sugar Crops Primary,2001,466212,66000,3077000
Fiji,Oceania,Sugar Crops Primary,2002,494769,65000,3216000
Fiji,Oceania,Sugar Crops Primary,2003,461803,61000,2817000
Fiji,Oceania,Sugar Crops Primary,2004,487049,61000,2971000
Fiji,Oceania,Sugar Crops Primary,2005,487241,58000,2826000
Fiji,Oceania,Sugar Crops Primary,2006,550345,58000,3192000
Fiji,Oceania,Sugar Crops Primary,2007,465370,54000,2513000
Fiji,Oceania,Sugar Crops Primary,2008,455294,51000,2322000
Fiji,Oceania,Sugar Crops Primary,2009,426327,49000,2089000
Fiji,Oceania,Sugar Crops Primary,2010,389111,45000,1751000
Fiji,Oceania,Sugar Crops Primary,2011,459783,46000,2115000
Fiji,Oceania,Sugar Crops Primary,2012,368095,42000,1546000
Fiji,Oceania,Sugar Crops Primary,2013,423684,38000,1610000
Fiji,Oceania,Sugar Crops Primary,2014,482105,38000,1832000
Fiji,Oceania,Sugar Crops Primary,2015,450000,41000,1845000
Fiji,Oceania,Sugar Crops Primary,2016,355641,39000,1387000
Fiji,Oceania,Sugar Crops Primary,2017,429211,38000,1631000
Fiji,Oceania,Sugar Crops Primary,2018,458649,37000,1697000
Fiji,Oceania,Sugar Crops Primary,2019,431355,35120,1514918
Fiji,Oceania,Vegetables Primary,1961,67021,470,3150
Fiji,Oceania,Vegetables Primary,1962,64286,490,3150
Fiji,Oceania,Vegetables Primary,1963,63000,500,3150
Fiji,Oceania,Vegetables Primary,1964,61765,510,3150
Fiji,Oceania,Vegetables Primary,1965,59434,530,3150
Fiji,Oceania,Vegetables Primary,1966,58333,540,3150
Fiji,Oceania,Vegetables Primary,1967,53636,550,2950
Fiji,Oceania,Vegetables Primary,1968,57018,570,3250
Fiji,Oceania,Vegetables Primary,1969,56780,590,3350
Fiji,Oceania,Vegetables Primary,1970,56557,610,3450
Fiji,Oceania,Vegetables Primary,1971,60577,520,3150
Fiji,Oceania,Vegetables Primary,1972,53906,640,3450
Fiji,Oceania,Vegetables Primary,1973,55303,660,3650
Fiji,Oceania,Vegetables Primary,1974,56618,680,3850
Fiji,Oceania,Vegetables Primary,1975,58451,710,4150
Fiji,Oceania,Vegetables Primary,1976,59028,720,4250
Fiji,Oceania,Vegetables Primary,1977,58219,730,4250
Fiji,Oceania,Vegetables Primary,1978,63333,750,4750
Fiji,Oceania,Vegetables Primary,1979,49342,760,3750
Fiji,Oceania,Vegetables Primary,1980,41772,790,3300
Fiji,Oceania,Vegetables Primary,1981,32298,805,2600
Fiji,Oceania,Vegetables Primary,1982,34524,840,2900
Fiji,Oceania,Vegetables Primary,1983,19463,1490,2900
Fiji,Oceania,Vegetables Primary,1984,79528,635,5050
Fiji,Oceania,Vegetables Primary,1985,79883,855,6830
Fiji,Oceania,Vegetables Primary,1986,64263,1133,7281
Fiji,Oceania,Vegetables Primary,1987,75198,1922,14453
Fiji,Oceania,Vegetables Primary,1988,72721,1088,7912
Fiji,Oceania,Vegetables Primary,1989,76648,1220,9351
Fiji,Oceania,Vegetables Primary,1990,66016,1290,8516
Fiji,Oceania,Vegetables Primary,1991,71104,1223,8696
Fiji,Oceania,Vegetables Primary,1992,79322,1328,10534
Fiji,Oceania,Vegetables Primary,1993,100583,1802,18125
Fiji,Oceania,Vegetables Primary,1994,77814,1912,14878
Fiji,Oceania,Vegetables Primary,1995,77723,2020,15700
Fiji,Oceania,Vegetables Primary,1996,76283,1918,14631
Fiji,Oceania,Vegetables Primary,1997,79033,1975,15609
Fiji,Oceania,Vegetables Primary,1998,73847,2116,15626
Fiji,Oceania,Vegetables Primary,1999,71354,2379,16975
Fiji,Oceania,Vegetables Primary,2000,72687,2505,18208
Fiji,Oceania,Vegetables Primary,2001,74101,2446,18125
Fiji,Oceania,Vegetables Primary,2002,76551,2734,20929
Fiji,Oceania,Vegetables Primary,2003,77129,2741,21141
Fiji,Oceania,Vegetables Primary,2004,78070,2881,22492
Fiji,Oceania,Vegetables Primary,2005,78663,3043,23937
Fiji,Oceania,Vegetables Primary,2006,79398,3571,28353
Fiji,Oceania,Vegetables Primary,2007,79387,3608,28643
Fiji,Oceania,Vegetables Primary,2008,83269,3481,28986
Fiji,Oceania,Vegetables Primary,2009,86265,3791,32703
Fiji,Oceania,Vegetables Primary,2010,80977,2507,20301
Fiji,Oceania,Vegetables Primary,2011,90599,3375,30577
Fiji,Oceania,Vegetables Primary,2012,83106,1336,11103
Fiji,Oceania,Vegetables Primary,2013,91672,3110,28510
Fiji,Oceania,Vegetables Primary,2014,89135,3366,30003
Fiji,Oceania,Vegetables Primary,2015,95088,3135,29810
Fiji,Oceania,Vegetables Primary,2016,96653,2767,26744
Fiji,Oceania,Vegetables Primary,2017,99119,3350,33205
Fiji,Oceania,Vegetables Primary,2018,102983,3305,34036
Fiji,Oceania,Vegetables Primary,2019,102305,3714,37996
Fiji,Oceania,Cassava,1961,102857,7000,72000
Fiji,Oceania,Cassava,1962,101666,7082,72000
Fiji,Oceania,Cassava,1963,98842,7082,70000
Fiji,Oceania,Cassava,1964,98842,7082,70000
Fiji,Oceania,Cassava,1965,100291,6880,69000
Fiji,Oceania,Cassava,1966,98842,7082,70000
Fiji,Oceania,Cassava,1967,101666,7082,72000
Fiji,Oceania,Cassava,1968,100220,7284,73000
Fiji,Oceania,Cassava,1969,101405,6903,70000
Fiji,Oceania,Cassava,1970,108648,6903,75000
Fiji,Oceania,Cassava,1971,171429,3500,60000
Fiji,Oceania,Cassava,1972,180000,2000,36000
Fiji,Oceania,Cassava,1973,187431,907,17000
Fiji,Oceania,Cassava,1974,99609,1024,10200
Fiji,Oceania,Cassava,1975,100082,1219,12200
Fiji,Oceania,Cassava,1976,120000,582,6984
Fiji,Oceania,Cassava,1977,140000,663,9282
Fiji,Oceania,Cassava,1978,160000,616,9856
Fiji,Oceania,Cassava,1979,180000,441,7938
Fiji,Oceania,Cassava,1980,190000,538,10222
Fiji,Oceania,Cassava,1981,190000,678,12882
Fiji,Oceania,Cassava,1982,190000,850,16150
Fiji,Oceania,Cassava,1983,190000,1092,20748
Fiji,Oceania,Cassava,1984,120000,4100,49200
Fiji,Oceania,Cassava,1985,120000,4100,49200
Fiji,Oceania,Cassava,1986,120000,3115,37380
Fiji,Oceania,Cassava,1987,112953,2225,25132
Fiji,Oceania,Cassava,1988,105003,1901,19961
Fiji,Oceania,Cassava,1989,87861,1842,16184
Fiji,Oceania,Cassava,1990,54307,4332,23526
Fiji,Oceania,Cassava,1991,65015,2050,13328
Fiji,Oceania,Cassava,1992,50781,1588,8064
Fiji,Oceania,Cassava,1993,31099,2876,8944
Fiji,Oceania,Cassava,1994,93367,1687,15751
Fiji,Oceania,Cassava,1995,137737,1856,25564
Fiji,Oceania,Cassava,1996,154915,2598,40247
Fiji,Oceania,Cassava,1997,81548,4000,32619
Fiji,Oceania,Cassava,1998,136843,1983,27136
Fiji,Oceania,Cassava,1999,130820,2000,26164
Fiji,Oceania,Cassava,2000,124333,2400,29840
Fiji,Oceania,Cassava,2001,128945,2323,29954
Fiji,Oceania,Cassava,2002,138107,3000,41432
Fiji,Oceania,Cassava,2003,122239,3300,40339
Fiji,Oceania,Cassava,2004,167508,3600,60303
Fiji,Oceania,Cassava,2005,146196,4080,59648
Fiji,Oceania,Cassava,2006,125053,4000,50021
Fiji,Oceania,Cassava,2007,95980,6395,61379
Fiji,Oceania,Cassava,2008,90204,6183,55773
Fiji,Oceania,Cassava,2009,106229,3564,37860
Fiji,Oceania,Cassava,2010,114924,4500,51716
Fiji,Oceania,Cassava,2011,110789,6302,69819
Fiji,Oceania,Cassava,2012,105183,3448,36267
Fiji,Oceania,Cassava,2013,102952,7211,74239
Fiji,Oceania,Cassava,2014,100727,7716,77721
Fiji,Oceania,Cassava,2015,250040,2984,74612
Fiji,Oceania,Cassava,2016,250008,2547,63677
Fiji,Oceania,Cassava,2017,250037,2725,68135
Fiji,Oceania,Cassava,2018,250080,2893,72348
Fiji,Oceania,Cassava,2019,250016,3041,76030
Fiji,Oceania,Coconuts,1961,0,0,319015
Fiji,Oceania,Coconuts,1962,0,0,313027
Fiji,Oceania,Coconuts,1963,0,0,326524
Fiji,Oceania,Coconuts,1964,0,0,327220
Fiji,Oceania,Coconuts,1965,0,0,260000
Fiji,Oceania,Coconuts,1966,0,0,221952
Fiji,Oceania,Coconuts,1967,0,0,218345
Fiji,Oceania,Coconuts,1968,0,0,245041
Fiji,Oceania,Coconuts,1969,0,0,281665
Fiji,Oceania,Coconuts,1970,0,0,248665
Fiji,Oceania,Coconuts,1971,0,0,250000
Fiji,Oceania,Coconuts,1972,0,0,260000
Fiji,Oceania,Coconuts,1973,0,0,250000
Fiji,Oceania,Coconuts,1974,0,0,253000
Fiji,Oceania,Coconuts,1975,0,0,226000
Fiji,Oceania,Coconuts,1976,0,0,248000
Fiji,Oceania,Coconuts,1977,0,0,277000
Fiji,Oceania,Coconuts,1978,0,0,245000
Fiji,Oceania,Coconuts,1979,0,0,217000
Fiji,Oceania,Coconuts,1980,0,0,225000
