country,continent,item,year,yield,harvested,production
New Zealand,Oceania,Plums and sloes,1976,124301,379,4711
New Zealand,Oceania,Plums and sloes,1977,119080,326,3882
New Zealand,Oceania,Plums and sloes,1978,77390,341,2639
New Zealand,Oceania,Plums and sloes,1979,148682,349,5189
New Zealand,Oceania,Plums and sloes,1980,106134,357,3789
New Zealand,Oceania,Plums and sloes,1981,87613,465,4074
New Zealand,Oceania,Plums and sloes,1982,107326,546,5860
New Zealand,Oceania,Plums and sloes,1983,103015,398,4100
New Zealand,Oceania,Plums and sloes,1984,120000,338,4056
New Zealand,Oceania,Plums and sloes,1985,121429,350,4250
New Zealand,Oceania,Plums and sloes,1986,116959,342,4000
New Zealand,Oceania,Plums and sloes,1987,115493,355,4100
New Zealand,Oceania,Plums and sloes,1988,118182,330,3900
New Zealand,Oceania,Plums and sloes,1989,90000,303,2727
New Zealand,Oceania,Plums and sloes,1990,90000,324,2916
New Zealand,Oceania,Plums and sloes,1991,76667,300,2300
New Zealand,Oceania,Plums and sloes,1992,113548,310,3520
New Zealand,Oceania,Plums and sloes,1993,95710,303,2900
New Zealand,Oceania,Plums and sloes,1994,96491,342,3300
New Zealand,Oceania,Plums and sloes,1995,95238,336,3200
New Zealand,Oceania,Plums and sloes,1996,95710,303,2900
New Zealand,Oceania,Plums and sloes,1997,82508,303,2500
New Zealand,Oceania,Plums and sloes,1998,75410,305,2300
New Zealand,Oceania,Plums and sloes,1999,61350,326,2000
New Zealand,Oceania,Plums and sloes,2000,49020,408,2000
New Zealand,Oceania,Plums and sloes,2001,49875,401,2000
New Zealand,Oceania,Plums and sloes,2002,43147,394,1700
New Zealand,Oceania,Plums and sloes,2003,47653,426,2030
New Zealand,Oceania,Plums and sloes,2004,54949,390,2143
New Zealand,Oceania,Plums and sloes,2005,54955,333,1830
New Zealand,Oceania,Plums and sloes,2006,56061,330,1850
New Zealand,Oceania,Plums and sloes,2007,62334,377,2350
New Zealand,Oceania,Plums and sloes,2008,53846,390,2100
New Zealand,Oceania,Plums and sloes,2009,55394,343,1900
New Zealand,Oceania,Plums and sloes,2010,53589,365,1956
New Zealand,Oceania,Plums and sloes,2011,54654,361,1973
New Zealand,Oceania,Plums and sloes,2012,56796,362,2056
New Zealand,Oceania,Plums and sloes,2013,56988,342,1949
New Zealand,Oceania,Plums and sloes,2014,52392,372,1949
New Zealand,Oceania,Plums and sloes,2015,51493,355,1828
New Zealand,Oceania,Plums and sloes,2016,52344,337,1764
New Zealand,Oceania,Plums and sloes,2017,51966,290,1507
New Zealand,Oceania,Plums and sloes,2018,51579,323,1666
New Zealand,Oceania,Plums and sloes,2019,51118,331,1692
New Zealand,Oceania,Potatoes,1961,211033,11118,234626
New Zealand,Oceania,Potatoes,1962,210649,11108,233989
New Zealand,Oceania,Potatoes,1963,199119,11468,228350
New Zealand,Oceania,Potatoes,1964,198530,12139,240995
New Zealand,Oceania,Potatoes,1965,217846,13310,289953
New Zealand,Oceania,Potatoes,1966,211335,13000,274736
New Zealand,Oceania,Potatoes,1967,277231,8020,222339
New Zealand,Oceania,Potatoes,1968,294307,9517,280092
New Zealand,Oceania,Potatoes,1969,301090,10132,305064
New Zealand,Oceania,Potatoes,1970,298974,9928,296821
New Zealand,Oceania,Potatoes,1971,300650,8287,249149
New Zealand,Oceania,Potatoes,1972,306460,7905,242257
New Zealand,Oceania,Potatoes,1973,300945,8995,270700
New Zealand,Oceania,Potatoes,1974,262583,7928,208176
New Zealand,Oceania,Potatoes,1975,254712,8854,225522
New Zealand,Oceania,Potatoes,1976,261528,9495,248321
New Zealand,Oceania,Potatoes,1977,274143,9867,270497
New Zealand,Oceania,Potatoes,1978,255564,9285,237291
New Zealand,Oceania,Potatoes,1979,271011,7501,203285
New Zealand,Oceania,Potatoes,1980,280038,7626,213557
New Zealand,Oceania,Potatoes,1981,273588,7631,208775
New Zealand,Oceania,Potatoes,1982,271433,8795,238725
New Zealand,Oceania,Potatoes,1983,285035,9053,258042
New Zealand,Oceania,Potatoes,1984,298653,9864,294591
New Zealand,Oceania,Potatoes,1985,291729,9323,271979
New Zealand,Oceania,Potatoes,1986,311364,8800,274000
New Zealand,Oceania,Potatoes,1987,299436,9400,281470
New Zealand,Oceania,Potatoes,1988,303371,8900,270000
New Zealand,Oceania,Potatoes,1989,303333,9000,273000
New Zealand,Oceania,Potatoes,1990,325000,8000,260000
New Zealand,Oceania,Potatoes,1991,346667,7500,260000
New Zealand,Oceania,Potatoes,1992,327179,9695,317200
New Zealand,Oceania,Potatoes,1993,451015,9064,408800
New Zealand,Oceania,Potatoes,1994,438786,9524,417900
New Zealand,Oceania,Potatoes,1995,450321,10588,476800
New Zealand,Oceania,Potatoes,1996,450207,10122,455700
New Zealand,Oceania,Potatoes,1997,445545,10100,450000
New Zealand,Oceania,Potatoes,1998,352113,14200,500000
New Zealand,Oceania,Potatoes,1999,416667,12000,500000
New Zealand,Oceania,Potatoes,2000,423155,11816,500000
New Zealand,Oceania,Potatoes,2001,445871,11214,500000
New Zealand,Oceania,Potatoes,2002,451182,11082,500000
New Zealand,Oceania,Potatoes,2003,457415,10931,500000
New Zealand,Oceania,Potatoes,2004,451264,11080,500000
New Zealand,Oceania,Potatoes,2005,460829,10850,500000
New Zealand,Oceania,Potatoes,2006,427584,11717,501000
New Zealand,Oceania,Potatoes,2007,477612,10050,480000
New Zealand,Oceania,Potatoes,2008,459091,11000,505000
New Zealand,Oceania,Potatoes,2009,478154,11398,545000
New Zealand,Oceania,Potatoes,2010,495751,10590,525000
New Zealand,Oceania,Potatoes,2011,491106,10724,526662
New Zealand,Oceania,Potatoes,2012,485714,11578,562360
New Zealand,Oceania,Potatoes,2013,484388,10464,506864
New Zealand,Oceania,Potatoes,2014,487171,9163,446395
New Zealand,Oceania,Potatoes,2015,492559,9266,456405
New Zealand,Oceania,Potatoes,2016,490562,9395,460883
New Zealand,Oceania,Potatoes,2017,492968,9450,465855
New Zealand,Oceania,Potatoes,2018,495364,9940,492392
New Zealand,Oceania,Potatoes,2019,497753,10317,513532
New Zealand,Oceania,"Pumpkins, squash and gourds",1961,318750,480,15300
New Zealand,Oceania,"Pumpkins, squash and gourds",1962,288333,600,17300
New Zealand,Oceania,"Pumpkins, squash and gourds",1963,261111,720,18800
New Zealand,Oceania,"Pumpkins, squash and gourds",1964,240602,665,16000
New Zealand,Oceania,"Pumpkins, squash and gourds",1965,178351,970,17300
New Zealand,Oceania,"Pumpkins, squash and gourds",1966,161000,1000,16100
New Zealand,Oceania,"Pumpkins, squash and gourds",1967,182222,900,16400
New Zealand,Oceania,"Pumpkins, squash and gourds",1968,182222,900,16400
New Zealand,Oceania,"Pumpkins, squash and gourds",1969,160000,1000,16000
New Zealand,Oceania,"Pumpkins, squash and gourds",1970,160000,1000,16000
New Zealand,Oceania,"Pumpkins, squash and gourds",1971,160000,1000,16000
New Zealand,Oceania,"Pumpkins, squash and gourds",1972,189000,1000,18900
New Zealand,Oceania,"Pumpkins, squash and gourds",1973,161000,1000,16100
New Zealand,Oceania,"Pumpkins, squash and gourds",1974,148182,1100,16300
New Zealand,Oceania,"Pumpkins, squash and gourds",1975,135833,1200,16300
New Zealand,Oceania,"Pumpkins, squash and gourds",1976,193587,842,16300
New Zealand,Oceania,"Pumpkins, squash and gourds",1977,184706,850,15700
New Zealand,Oceania,"Pumpkins, squash and gourds",1978,201852,880,17763
New Zealand,Oceania,"Pumpkins, squash and gourds",1979,213628,860,18372
New Zealand,Oceania,"Pumpkins, squash and gourds",1980,208979,1028,21483
New Zealand,Oceania,"Pumpkins, squash and gourds",1981,189826,1610,30562
New Zealand,Oceania,"Pumpkins, squash and gourds",1982,180024,2042,36761
New Zealand,Oceania,"Pumpkins, squash and gourds",1983,195652,2300,45000
New Zealand,Oceania,"Pumpkins, squash and gourds",1984,200000,2500,50000
New Zealand,Oceania,"Pumpkins, squash and gourds",1985,203704,2700,55000
New Zealand,Oceania,"Pumpkins, squash and gourds",1986,169549,2949,50000
New Zealand,Oceania,"Pumpkins, squash and gourds",1987,162003,3395,55000
New Zealand,Oceania,"Pumpkins, squash and gourds",1988,137868,4352,60000
New Zealand,Oceania,"Pumpkins, squash and gourds",1989,147225,4415,65000
New Zealand,Oceania,"Pumpkins, squash and gourds",1990,157101,4774,75000
New Zealand,Oceania,"Pumpkins, squash and gourds",1991,163636,5500,90000
New Zealand,Oceania,"Pumpkins, squash and gourds",1992,211009,5123,108100
New Zealand,Oceania,"Pumpkins, squash and gourds",1993,222649,6773,150800
New Zealand,Oceania,"Pumpkins, squash and gourds",1994,209254,9056,189500
New Zealand,Oceania,"Pumpkins, squash and gourds",1995,234361,7817,183200
New Zealand,Oceania,"Pumpkins, squash and gourds",1996,232326,7313,169900
New Zealand,Oceania,"Pumpkins, squash and gourds",1997,221429,7000,155000
New Zealand,Oceania,"Pumpkins, squash and gourds",1998,227692,6500,148000
New Zealand,Oceania,"Pumpkins, squash and gourds",1999,221429,7000,155000
New Zealand,Oceania,"Pumpkins, squash and gourds",2000,199101,7785,155000
New Zealand,Oceania,"Pumpkins, squash and gourds",2001,202669,7857,159237
New Zealand,Oceania,"Pumpkins, squash and gourds",2002,205452,7593,156000
New Zealand,Oceania,"Pumpkins, squash and gourds",2003,165789,7600,126000
New Zealand,Oceania,"Pumpkins, squash and gourds",2004,142105,7600,108000
New Zealand,Oceania,"Pumpkins, squash and gourds",2005,153579,8074,124000
New Zealand,Oceania,"Pumpkins, squash and gourds",2006,207603,7418,154000
New Zealand,Oceania,"Pumpkins, squash and gourds",2007,209276,8840,185000
New Zealand,Oceania,"Pumpkins, squash and gourds",2008,198864,8800,175000
New Zealand,Oceania,"Pumpkins, squash and gourds",2009,204004,7843,160000
New Zealand,Oceania,"Pumpkins, squash and gourds",2010,202555,7210,146042
New Zealand,Oceania,"Pumpkins, squash and gourds",2011,182332,7510,136931
New Zealand,Oceania,"Pumpkins, squash and gourds",2012,177929,7885,140297
New Zealand,Oceania,"Pumpkins, squash and gourds",2013,176930,7778,137616
New Zealand,Oceania,"Pumpkins, squash and gourds",2014,206158,7470,154000
New Zealand,Oceania,"Pumpkins, squash and gourds",2015,198180,8023,159000
New Zealand,Oceania,"Pumpkins, squash and gourds",2016,197458,8103,160000
New Zealand,Oceania,"Pumpkins, squash and gourds",2017,202790,6953,141000
New Zealand,Oceania,"Pumpkins, squash and gourds",2018,192470,7118,137000
New Zealand,Oceania,"Pumpkins, squash and gourds",2019,190650,6783,129318
New Zealand,Oceania,Quinces,1961,211765,17,360
New Zealand,Oceania,Quinces,1962,245000,16,392
New Zealand,Oceania,Quinces,1963,433333,9,390
New Zealand,Oceania,Quinces,1964,408750,8,327
New Zealand,Oceania,Quinces,1965,385000,8,308
New Zealand,Oceania,Quinces,1966,385000,8,308
New Zealand,Oceania,Quinces,1967,362500,8,290
New Zealand,Oceania,Quinces,1968,393333,6,236
New Zealand,Oceania,Quinces,1969,545000,4,218
New Zealand,Oceania,Quinces,1970,750000,4,300
New Zealand,Oceania,Quinces,1971,400000,5,200
New Zealand,Oceania,Quinces,1972,151667,6,91
New Zealand,Oceania,Quinces,1973,182000,5,91
New Zealand,Oceania,Quinces,1974,166667,3,50
New Zealand,Oceania,Quinces,1975,200000,5,100
New Zealand,Oceania,Quinces,1976,300000,3,90
New Zealand,Oceania,Quinces,1977,250000,2,50
New Zealand,Oceania,Quinces,1978,233333,3,70
New Zealand,Oceania,Quinces,1979,175000,4,70
New Zealand,Oceania,Quinces,1980,175000,4,70
New Zealand,Oceania,Quinces,1981,160000,5,80
New Zealand,Oceania,Quinces,1982,160000,5,80
New Zealand,Oceania,Quinces,1983,150000,8,120
New Zealand,Oceania,Quinces,1984,150000,8,120
New Zealand,Oceania,Quinces,1985,150000,12,180
New Zealand,Oceania,Quinces,1986,150000,16,240
New Zealand,Oceania,Quinces,1987,128205,117,1500
New Zealand,Oceania,Quinces,1988,132075,53,700
New Zealand,Oceania,Quinces,1989,156250,32,500
New Zealand,Oceania,Quinces,1990,156250,48,750
New Zealand,Oceania,Quinces,1991,130000,50,650
New Zealand,Oceania,Quinces,1992,136731,52,711
New Zealand,Oceania,Quinces,1993,137255,51,700
New Zealand,Oceania,Quinces,1994,136364,55,750
New Zealand,Oceania,Quinces,1995,137193,57,782
New Zealand,Oceania,Quinces,1996,133333,60,800
New Zealand,Oceania,Quinces,1997,134032,62,831
New Zealand,Oceania,Quinces,1998,130769,65,850
New Zealand,Oceania,Quinces,1999,131493,67,881
New Zealand,Oceania,Quinces,2000,128571,70,900
New Zealand,Oceania,Quinces,2001,129870,77,1000
New Zealand,Oceania,Quinces,2002,128400,75,963
New Zealand,Oceania,Quinces,2003,128312,77,988
New Zealand,Oceania,Quinces,2004,128228,79,1013
New Zealand,Oceania,Quinces,2005,126707,82,1039
New Zealand,Oceania,Quinces,2006,126429,84,1062
New Zealand,Oceania,Quinces,2007,124943,87,1087
New Zealand,Oceania,Quinces,2008,124831,89,1111
New Zealand,Oceania,Quinces,2009,123478,92,1136
New Zealand,Oceania,Quinces,2010,123404,94,1160
New Zealand,Oceania,Quinces,2011,122062,97,1184
New Zealand,Oceania,Quinces,2012,120000,100,1200
New Zealand,Oceania,Quinces,2013,120000,103,1236
New Zealand,Oceania,Quinces,2014,120381,105,1264
New Zealand,Oceania,Quinces,2015,120374,107,1288
New Zealand,Oceania,Quinces,2016,120183,109,1310
New Zealand,Oceania,Quinces,2017,119107,112,1334
New Zealand,Oceania,Quinces,2018,119211,114,1359
New Zealand,Oceania,Quinces,2019,118205,117,1383
New Zealand,Oceania,Rapeseed,1961,7500,200,150
New Zealand,Oceania,Rapeseed,1962,7500,200,150
New Zealand,Oceania,Rapeseed,1963,7500,200,150
New Zealand,Oceania,Rapeseed,1964,7500,200,150
New Zealand,Oceania,Rapeseed,1965,8000,250,200
New Zealand,Oceania,Rapeseed,1966,7500,400,300
New Zealand,Oceania,Rapeseed,1967,12121,330,400
New Zealand,Oceania,Rapeseed,1968,13333,300,400
New Zealand,Oceania,Rapeseed,1969,13333,300,400
New Zealand,Oceania,Rapeseed,1970,13333,300,400
New Zealand,Oceania,Rapeseed,1971,13333,300,400
New Zealand,Oceania,Rapeseed,1972,13333,300,400
New Zealand,Oceania,Rapeseed,1973,11667,300,350
New Zealand,Oceania,Rapeseed,1974,9692,260,252
New Zealand,Oceania,Rapeseed,1975,15000,300,450
New Zealand,Oceania,Rapeseed,1976,14286,350,500
New Zealand,Oceania,Rapeseed,1977,18750,400,750
New Zealand,Oceania,Rapeseed,1978,20000,350,700
New Zealand,Oceania,Rapeseed,1979,18750,400,750
New Zealand,Oceania,Rapeseed,1980,18571,350,650
New Zealand,Oceania,Rapeseed,1981,16667,300,500
New Zealand,Oceania,Rapeseed,1982,20800,250,520
New Zealand,Oceania,Rapeseed,1983,23364,214,500
New Zealand,Oceania,Rapeseed,1984,21834,229,500
New Zealand,Oceania,Rapeseed,1985,23810,336,800
New Zealand,Oceania,Rapeseed,1986,25000,3000,7500
New Zealand,Oceania,Rapeseed,1987,20650,3692,7624
New Zealand,Oceania,Rapeseed,1988,20438,3079,6293
New Zealand,Oceania,Rapeseed,1989,19974,1162,2321
New Zealand,Oceania,Rapeseed,1990,22000,1000,2200
New Zealand,Oceania,Rapeseed,1991,22000,1000,2200
New Zealand,Oceania,Rapeseed,1992,22000,1000,2200
New Zealand,Oceania,Rapeseed,1993,15000,2000,3000
New Zealand,Oceania,Rapeseed,1994,19565,2300,4500
New Zealand,Oceania,Rapeseed,1995,19200,2500,4800
New Zealand,Oceania,Rapeseed,1996,19434,2402,4668
New Zealand,Oceania,Rapeseed,1997,19216,2550,4900
New Zealand,Oceania,Rapeseed,1998,16000,2500,4000
New Zealand,Oceania,Rapeseed,1999,20000,2000,4000
New Zealand,Oceania,Rapeseed,2000,20000,2000,4000
New Zealand,Oceania,Rapeseed,2001,20000,2000,4000
New Zealand,Oceania,Rapeseed,2002,20000,2000,4000
New Zealand,Oceania,Rapeseed,2003,20000,2000,4000
New Zealand,Oceania,Rapeseed,2004,20000,2000,4000
New Zealand,Oceania,Rapeseed,2005,19636,1757,3450
New Zealand,Oceania,Rapeseed,2006,19703,1481,2918
New Zealand,Oceania,Rapeseed,2007,19900,1005,2000
New Zealand,Oceania,Rapeseed,2008,19989,942,1883
New Zealand,Oceania,Rapeseed,2009,20075,1604,3220
New Zealand,Oceania,Rapeseed,2010,20157,1524,3072
New Zealand,Oceania,Rapeseed,2011,20236,1480,2995
New Zealand,Oceania,Rapeseed,2012,20327,1436,2919
New Zealand,Oceania,Rapeseed,2013,20409,1393,2843
New Zealand,Oceania,Rapeseed,2014,20175,1316,2655
New Zealand,Oceania,Rapeseed,2015,20167,839,1692
New Zealand,Oceania,Rapeseed,2016,20175,573,1156
New Zealand,Oceania,Rapeseed,2017,20175,458,924
New Zealand,Oceania,Rapeseed,2018,20223,448,906
New Zealand,Oceania,Rapeseed,2019,20274,438,888
New Zealand,Oceania,Raspberries,1961,46250,200,925
New Zealand,Oceania,Raspberries,1962,54796,221,1211
New Zealand,Oceania,Raspberries,1963,46957,230,1080
New Zealand,Oceania,Raspberries,1964,45740,223,1020
New Zealand,Oceania,Raspberries,1965,53812,223,1200
New Zealand,Oceania,Raspberries,1966,52796,211,1114
New Zealand,Oceania,Raspberries,1967,52905,210,1111
New Zealand,Oceania,Raspberries,1968,53876,209,1126
New Zealand,Oceania,Raspberries,1969,53074,231,1226
New Zealand,Oceania,Raspberries,1970,49158,297,1460
New Zealand,Oceania,Raspberries,1971,55198,329,1816
New Zealand,Oceania,Raspberries,1972,50635,315,1595
New Zealand,Oceania,Raspberries,1973,78060,268,2092
New Zealand,Oceania,Raspberries,1974,72731,249,1811
New Zealand,Oceania,Raspberries,1975,74976,205,1537
New Zealand,Oceania,Raspberries,1976,73468,173,1271
New Zealand,Oceania,Raspberries,1977,81282,156,1268
New Zealand,Oceania,Raspberries,1978,76236,178,1357
New Zealand,Oceania,Raspberries,1979,54889,225,1235
New Zealand,Oceania,Raspberries,1980,41774,310,1295
New Zealand,Oceania,Raspberries,1981,38645,391,1511
New Zealand,Oceania,Raspberries,1982,48594,498,2420
New Zealand,Oceania,Raspberries,1983,46784,513,2400
New Zealand,Oceania,Raspberries,1984,46992,532,2500
New Zealand,Oceania,Raspberries,1985,47187,551,2600
New Zealand,Oceania,Raspberries,1986,46422,517,2400
New Zealand,Oceania,Raspberries,1987,47228,487,2300
New Zealand,Oceania,Raspberries,1988,46392,388,1800
New Zealand,Oceania,Raspberries,1989,44118,340,1500
New Zealand,Oceania,Raspberries,1990,42105,285,1200
New Zealand,Oceania,Raspberries,1991,46160,250,1154
New Zealand,Oceania,Raspberries,1992,54299,221,1200
New Zealand,Oceania,Raspberries,1993,44643,224,1000
New Zealand,Oceania,Raspberries,1994,40201,199,800
New Zealand,Oceania,Raspberries,1995,35000,200,700
New Zealand,Oceania,Raspberries,1996,34091,198,675
New Zealand,Oceania,Raspberries,1997,33333,150,500
New Zealand,Oceania,Raspberries,1998,48000,250,1200
New Zealand,Oceania,Raspberries,1999,48000,250,1200
New Zealand,Oceania,Raspberries,2000,43307,254,1100
New Zealand,Oceania,Raspberries,2001,25180,278,700
New Zealand,Oceania,Raspberries,2002,13245,302,400
New Zealand,Oceania,Raspberries,2003,19118,204,390
New Zealand,Oceania,Raspberries,2004,21608,199,430
New Zealand,Oceania,Raspberries,2005,21632,190,411
New Zealand,Oceania,Raspberries,2006,20618,178,367
New Zealand,Oceania,Raspberries,2007,19000,150,285
New Zealand,Oceania,Raspberries,2008,17500,200,350
New Zealand,Oceania,Raspberries,2009,13043,115,150
New Zealand,Oceania,Raspberries,2010,10962,156,171
New Zealand,Oceania,Raspberries,2011,11970,132,158
New Zealand,Oceania,Raspberries,2012,10682,132,141
New Zealand,Oceania,Raspberries,2013,10074,135,136
New Zealand,Oceania,Raspberries,2014,8957,115,103
New Zealand,Oceania,Raspberries,2015,7965,113,90
New Zealand,Oceania,Raspberries,2016,7087,103,73
New Zealand,Oceania,Raspberries,2017,6304,92,58
New Zealand,Oceania,Raspberries,2018,5930,86,51
New Zealand,Oceania,Raspberries,2019,5455,77,42
New Zealand,Oceania,Soybeans,1961,0,0,0
New Zealand,Oceania,Soybeans,1962,0,0,0
New Zealand,Oceania,Soybeans,1963,0,0,0
New Zealand,Oceania,Soybeans,1964,0,0,0
New Zealand,Oceania,Soybeans,1965,0,0,0
New Zealand,Oceania,Soybeans,1966,0,0,0
New Zealand,Oceania,Soybeans,1967,0,0,0
New Zealand,Oceania,Soybeans,1968,0,0,0
New Zealand,Oceania,Soybeans,1969,0,0,0
New Zealand,Oceania,Soybeans,1970,0,0,0
New Zealand,Oceania,Soybeans,1971,0,0,0
New Zealand,Oceania,Soybeans,1972,0,0,0
New Zealand,Oceania,Soybeans,1973,0,0,0
New Zealand,Oceania,Soybeans,1974,26200,400,1048
New Zealand,Oceania,Soybeans,1975,30000,120,360
New Zealand,Oceania,Soybeans,1976,30000,50,150
New Zealand,Oceania,Soybeans,1977,30000,50,150
New Zealand,Oceania,Soybeans,1978,30000,20,60
New Zealand,Oceania,Soybeans,1979,30000,50,150
New Zealand,Oceania,Soybeans,1980,30000,50,150
New Zealand,Oceania,Soybeans,1981,23256,129,300
New Zealand,Oceania,Soybeans,1982,25397,63,160
New Zealand,Oceania,Soybeans,1983,22785,79,180
New Zealand,Oceania,Soybeans,1984,23333,60,140
New Zealand,Oceania,Soybeans,1985,25926,27,70
New Zealand,Oceania,Soybeans,1986,25926,27,70
New Zealand,Oceania,Soybeans,1987,0,0,0
New Zealand,Oceania,Soybeans,1988,0,0,0
New Zealand,Oceania,Soybeans,1989,0,0,0
New Zealand,Oceania,Soybeans,1990,0,0,0
New Zealand,Oceania,Soybeans,1991,0,0,0
New Zealand,Oceania,Soybeans,1992,0,0,0
New Zealand,Oceania,Soybeans,1993,0,0,0
New Zealand,Oceania,Soybeans,1994,0,0,0
New Zealand,Oceania,Soybeans,1995,0,0,0
New Zealand,Oceania,Soybeans,1996,0,0,0
New Zealand,Oceania,Soybeans,1997,0,0,0
New Zealand,Oceania,Soybeans,1998,0,0,0
New Zealand,Oceania,Soybeans,1999,0,0,0
New Zealand,Oceania,Soybeans,2000,0,0,0
New Zealand,Oceania,Soybeans,2001,0,0,0
New Zealand,Oceania,Soybeans,2002,0,0,0
New Zealand,Oceania,Soybeans,2003,0,0,0
New Zealand,Oceania,Soybeans,2004,0,0,0
New Zealand,Oceania,Soybeans,2005,0,0,0
New Zealand,Oceania,Soybeans,2006,0,0,0
New Zealand,Oceania,Soybeans,2007,0,0,0
New Zealand,Oceania,Soybeans,2008,0,0,0
New Zealand,Oceania,Soybeans,2009,0,0,0
New Zealand,Oceania,Soybeans,2010,0,0,0
New Zealand,Oceania,Soybeans,2011,0,0,0
New Zealand,Oceania,Soybeans,2012,0,0,0
New Zealand,Oceania,Soybeans,2013,0,0,0
New Zealand,Oceania,Soybeans,2014,0,0,0
New Zealand,Oceania,Soybeans,2015,0,0,0
New Zealand,Oceania,Soybeans,2016,0,0,0
New Zealand,Oceania,Soybeans,2017,0,0,0
New Zealand,Oceania,Soybeans,2018,0,0,0
New Zealand,Oceania,Soybeans,2019,0,0,0
New Zealand,Oceania,Spinach,1961,0,0,0
New Zealand,Oceania,Spinach,1962,0,0,0
New Zealand,Oceania,Spinach,1963,0,0,0
New Zealand,Oceania,Spinach,1964,0,0,0
New Zealand,Oceania,Spinach,1965,0,0,0
New Zealand,Oceania,Spinach,1966,0,0,0
New Zealand,Oceania,Spinach,1967,0,0,0
New Zealand,Oceania,Spinach,1968,0,0,0
New Zealand,Oceania,Spinach,1969,0,0,0
New Zealand,Oceania,Spinach,1970,0,0,0
New Zealand,Oceania,Spinach,1971,0,0,0
New Zealand,Oceania,Spinach,1972,0,0,0
New Zealand,Oceania,Spinach,1973,0,0,0
New Zealand,Oceania,Spinach,1974,0,0,0
New Zealand,Oceania,Spinach,1975,122899,69,848
New Zealand,Oceania,Spinach,1976,125303,66,827
New Zealand,Oceania,Spinach,1977,91940,67,616
New Zealand,Oceania,Spinach,1978,109216,102,1114
New Zealand,Oceania,Spinach,1979,110800,100,1108
New Zealand,Oceania,Spinach,1980,126019,103,1298
New Zealand,Oceania,Spinach,1981,122970,101,1242
New Zealand,Oceania,Spinach,1982,63568,213,1354
New Zealand,Oceania,Spinach,1983,81250,160,1300
New Zealand,Oceania,Spinach,1984,92857,140,1300
New Zealand,Oceania,Spinach,1985,93333,150,1400
New Zealand,Oceania,Spinach,1986,86705,173,1500
New Zealand,Oceania,Spinach,1987,93567,171,1600
New Zealand,Oceania,Spinach,1988,80569,211,1700
New Zealand,Oceania,Spinach,1989,85308,211,1800
New Zealand,Oceania,Spinach,1990,84444,225,1900
New Zealand,Oceania,Spinach,1991,85106,235,2000
New Zealand,Oceania,Spinach,1992,102804,214,2200
New Zealand,Oceania,Spinach,1993,83624,287,2400
New Zealand,Oceania,Spinach,1994,92652,313,2900
New Zealand,Oceania,Spinach,1995,92141,369,3400
New Zealand,Oceania,Spinach,1996,82222,450,3700
New Zealand,Oceania,Spinach,1997,71429,420,3000
New Zealand,Oceania,Spinach,1998,66667,300,2000
New Zealand,Oceania,Spinach,1999,70968,310,2200
New Zealand,Oceania,Spinach,2000,47619,462,2200
New Zealand,Oceania,Spinach,2001,47826,460,2200
New Zealand,Oceania,Spinach,2002,47626,396,1886
New Zealand,Oceania,Spinach,2003,43593,437,1905
New Zealand,Oceania,Spinach,2004,45843,421,1930
New Zealand,Oceania,Spinach,2005,46905,420,1970
New Zealand,Oceania,Spinach,2006,47044,433,2037
New Zealand,Oceania,Spinach,2007,47778,450,2150
New Zealand,Oceania,Spinach,2008,48000,500,2400
New Zealand,Oceania,Spinach,2009,48182,550,2650
New Zealand,Oceania,Spinach,2010,44626,642,2865
New Zealand,Oceania,Spinach,2011,43102,432,1862
New Zealand,Oceania,Spinach,2012,43568,370,1612
New Zealand,Oceania,Spinach,2013,42823,379,1623
New Zealand,Oceania,Spinach,2014,41028,399,1637
New Zealand,Oceania,Spinach,2015,41088,487,2001
New Zealand,Oceania,Spinach,2016,41967,483,2027
New Zealand,Oceania,Spinach,2017,41543,486,2019
New Zealand,Oceania,Spinach,2018,41209,488,2011
New Zealand,Oceania,Spinach,2019,40815,491,2004
New Zealand,Oceania,Strawberries,1961,87500,80,700
New Zealand,Oceania,Strawberries,1962,96142,127,1221
New Zealand,Oceania,Strawberries,1963,108125,160,1730
New Zealand,Oceania,Strawberries,1964,152688,186,2840
New Zealand,Oceania,Strawberries,1965,150000,200,3000
New Zealand,Oceania,Strawberries,1966,158229,192,3038
New Zealand,Oceania,Strawberries,1967,175000,192,3360
New Zealand,Oceania,Strawberries,1968,191164,189,3613
New Zealand,Oceania,Strawberries,1969,193942,208,4034
New Zealand,Oceania,Strawberries,1970,184677,248,4580
New Zealand,Oceania,Strawberries,1971,181460,226,4101
New Zealand,Oceania,Strawberries,1972,192111,199,3823
New Zealand,Oceania,Strawberries,1973,180745,188,3398
New Zealand,Oceania,Strawberries,1974,186133,181,3369
New Zealand,Oceania,Strawberries,1975,175337,178,3121
New Zealand,Oceania,Strawberries,1976,186500,160,2984
New Zealand,Oceania,Strawberries,1977,204253,174,3554
New Zealand,Oceania,Strawberries,1978,189744,234,4440
New Zealand,Oceania,Strawberries,1979,178959,269,4814
New Zealand,Oceania,Strawberries,1980,184390,287,5292
New Zealand,Oceania,Strawberries,1981,139564,298,4159
New Zealand,Oceania,Strawberries,1982,111877,389,4352
New Zealand,Oceania,Strawberries,1983,121333,375,4550
New Zealand,Oceania,Strawberries,1984,120879,364,4400
New Zealand,Oceania,Strawberries,1985,121693,378,4600
